,PLAYER_NAME,OVR,POS,PROGRAM,TEAM,HEIGHT,WEIGHT,ARCHETYPE,PRICE,QUICKSELL,QS_CURRENCY,clutch,penalty,lb_style,dl_swim,dl_spin,dl_bull,big_hitter,strips_ball,ball_in_air,high_motor,covers_ball,extra_yards,agg_catch,rac_catch,poss_catch,drops_open,sideline_catch,qb_style,tight_spiral,sense_pressure,throw_away,force_passes,SPD,STR,AGI,ACC,AWA,CTH,JMP,STA,INJ,TRK,ELU,BTK,BCV,SFA,SPM,JKM,CAR,SRR,MRR,DRR,CIT,SPC,RLS,THP,SAC,MAC,DAC,RUN,TUP,BSK,PAC,RBK,RBP,RBF,PBK,PBP,PBF,LBK,IBL,TAK,POW,PMV,FMV,BSH,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,RET
1916,Tevin Coleman,78,HB,Core Gold,San Francisco 49ers,"6' 1""",210,Elusive Back (HB),2000,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,85,59,84,83,67,57,75,81,73,64,69,62,69,62,69,78,73,57,51,43,58,58,44,28,10,10,10,10,10,13,10,34,25,24,48,34,30,31,29,25,23,10,10,19,19,15,10,10,10,10,10,67
1917,Tyus Bowser,78,LOLB,Team of the Week,Baltimore Ravens,"6' 3""",240,Speed Rusher (OLB),2300,64,Training,No,Normal,N/A,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,70,77,84,68,53,84,84,83,23,31,16,32,37,22,33,42,13,10,10,43,40,11,14,10,10,10,10,10,10,10,35,35,35,35,35,35,10,70,76,75,66,73,58,73,68,38,45,26,10,10,13
1918,Kerryon Johnson,78,HB,Core Gold,Detroit Lions,"5' 11""",206,Powerback (HB),2100,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,79,73,76,80,71,59,84,83,76,74,64,74,72,76,68,72,78,52,50,43,56,53,39,28,20,14,10,23,14,20,18,25,22,17,49,28,23,25,35,22,20,10,10,16,24,10,10,10,10,10,10,67
1919,Vita Vea,78,DT,Core Gold,Tampa Bay Buccaneers,"6' 4""",347,Run Stopper (DT),2500,64,Training,N/A,Normal,N/A,N/A,N/A,N/A,Yes,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,88,64,72,65,16,61,73,83,58,32,36,45,43,33,49,19,10,10,10,14,10,10,15,10,10,10,10,10,10,10,42,42,38,35,35,35,32,81,72,80,70,46,71,73,65,13,19,12,10,10,10
1920,Troy Apke,78,FS,Team of the Week,Washington Redskins,"6' 1""",198,Hybrid (FS/SS),2100,64,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,55,90,91,61,61,90,82,88,40,48,33,59,39,48,58,53,29,23,15,49,62,20,21,10,10,10,10,10,10,10,25,25,25,25,25,25,10,63,62,73,35,43,52,64,61,67,71,68,10,10,41
1921,Ron Leary,78,LG,Core Gold,Denver Broncos,"6' 3""",320,Power (OG),2000,64,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,78,47,67,80,42,68,69,77,15,10,10,10,10,10,10,40,25,15,10,38,27,10,26,10,10,10,10,10,10,10,78,74,78,70,72,68,82,81,32,10,10,10,30,29,10,10,10,10,15,11,10
1922,Larry Warford,78,RG,Core Gold,New Orleans Saints,"6' 3""",317,Pass Protector (OG),2100,64,Training,N/A,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47,81,49,67,78,22,47,78,79,15,10,10,10,10,10,10,35,10,10,10,10,10,10,16,10,10,10,10,10,10,10,66,69,68,75,76,74,67,78,21,10,15,10,11,27,18,10,16,10,16,10,10
1923,Malik Jackson,78,DT,Core Gold,Philadelphia Eagles,"6' 5""",290,Power Rusher (DT),2100,64,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,74,60,74,75,20,65,80,82,45,20,10,25,35,15,20,29,10,10,10,10,10,10,21,10,10,10,10,10,10,10,35,35,35,35,35,35,28,78,77,67,76,62,66,76,75,18,34,25,20,20,10
1924,Andy Janovich,78,FB,Core Gold,Denver Broncos,"6' 1""",238,Blocking (FB),3600,64,Training,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,,,,78,84,62,73,75,78,78,49,40,68,71,60,62,76,56,42,31,46,44,34,19,10,10,10,10,10,10,10,68,62,58,55,41,37,84,71,47,48,11,11,31,48,10,10,10,10,10,11,23
1925,Minkah Fitzpatrick,78,FS,Core Gold,Miami Dolphins,"6' 1""",201,Hybrid (FS/SS),4800,64,Training,No,N/A,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81,55,83,84,81,59,73,84,85,29,54,47,57,26,54,62,56,18,13,10,49,52,19,10,10,10,10,10,10,10,10,25,25,25,25,25,25,10,48,50,68,28,40,45,69,81,70,70,65,10,10,58
1926,Josh Norman,78,CB,Core Gold,Washington Redskins,"6' 0""",200,Zone (CB),2000,64,Training,No,N/A,Balanced,N/A,N/A,N/A,No,Yes,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,59,81,79,74,70,76,85,87,18,57,47,48,21,63,72,54,15,10,10,40,72,23,26,10,10,10,10,10,10,10,25,25,25,25,25,25,10,47,52,61,35,39,42,76,74,71,76,74,10,10,25
1927,D.J. Fluker,78,RG,Core Gold,Seattle Seahawks,"6' 5""",339,Power (OG),2100,64,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,82,51,68,79,15,59,76,83,15,10,10,10,10,10,10,15,10,10,10,10,10,10,21,10,10,10,10,10,10,10,72,73,71,74,76,69,74,80,29,10,10,10,15,14,10,10,10,10,15,15,10
1928,Tyrone Crawford,78,RE,Core Gold,Dallas Cowboys,"6' 4""",295,Power Rusher (DE),2100,64,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,77,68,74,77,20,75,73,74,20,10,10,12,20,10,10,30,10,10,10,10,10,10,21,10,10,10,10,10,10,10,35,35,35,35,35,35,10,75,74,70,76,59,70,74,77,23,33,15,12,11,10
1929,Roquan Smith,78,MLB,Core Gold,Chicago Bears,"6' 1""",225,Pass Coverage (MLB),2100,64,Training,No,Normal,Balanced,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,73,79,82,67,52,72,85,84,29,23,26,21,25,21,32,44,10,10,10,23,19,12,16,10,10,10,10,10,10,10,35,35,35,35,35,35,12,76,75,77,60,52,64,78,67,60,69,46,10,12,10
1930,Dalvin Tomlinson,78,LE,Core Gold,New York Giants,"6' 3""",317,Run Stopper (DE),2100,64,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,79,52,70,81,24,59,76,79,27,14,10,23,29,10,18,17,10,10,10,12,14,10,14,10,10,10,10,10,10,10,35,36,35,35,34,35,22,72,79,72,68,52,76,76,81,12,19,10,10,10,10
1931,Shaquill Griffin,78,CB,Core Gold,Seattle Seahawks,"6' 0""",198,Zone (CB),2100,64,Training,No,N/A,Balanced,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,79,84,69,60,82,80,83,26,53,43,61,38,63,70,57,14,10,10,58,61,10,10,10,10,10,10,10,10,10,25,25,25,25,25,25,10,48,55,57,18,27,45,70,69,68,70,71,10,10,35
1932,Laken Tomlinson,78,LG,Harvest,San Francisco 49ers,"6' 3""",312,Power (OG),3700,64,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,77,10,74,78,85,10,10,10,10,10,10,10,15,10,10,10,10,10,10,11,10,10,10,10,10,10,10,79,75,79,72,74,68,73,76,25,10,10,10,10,25,10,10,10,10,10,10,10
1933,Braden Smith,78,RT,Core Gold,Indianapolis Colts,"6' 6""",315,Power (OT),2400,64,Training,N/A,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,84,53,71,77,10,72,81,82,19,10,10,10,10,10,10,19,10,10,10,10,10,10,13,10,10,10,10,10,10,10,73,75,69,73,75,71,71,72,45,52,10,10,10,17,12,10,10,10,10,10,10
1934,Bradley Chubb,78,ROLB,Core Gold,Denver Broncos,"6' 4""",269,Run Stopper (OLB),2500,64,Training,No,Normal,N/A,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,82,69,78,71,38,77,75,87,21,17,26,29,32,23,28,43,10,10,10,20,18,10,11,10,10,10,10,10,10,10,35,35,35,35,35,35,10,79,74,78,70,74,77,76,71,36,40,18,10,10,10
1935,A.J. Brown,78,WR,Team of the Week,Tennessee Titans,"6' 0""",226,Slot (WR),2200,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,84,61,79,86,67,76,81,86,83,39,70,65,77,60,68,75,67,72,70,64,75,71,54,25,10,10,10,10,10,12,10,49,31,25,35,18,14,27,47,13,10,10,10,16,23,10,10,17,10,10,10,68
1936,Josh Jackson,78,CB,MUT Superstars,Green Bay Packers,"6' 0""",196,Zone (CB),3400,64,Training,No,N/A,Balanced,N/A,N/A,N/A,No,No,Aggressive,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,57,81,83,69,69,86,85,83,14,60,51,63,18,61,67,63,40,37,32,65,71,29,13,10,10,10,10,10,10,10,25,25,25,25,25,25,10,41,49,58,16,29,37,69,69,69,72,72,10,10,63
1937,Breshad Perriman,78,WR,Team of the Week,Tampa Bay Buccaneers,"6' 2""",215,Deep Threat (WR),2000,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,Yes,Yes,No,Yes,No,N/A,N/A,N/A,N/A,N/A,90,63,81,87,64,74,82,80,71,57,71,67,69,57,75,78,67,63,65,70,68,79,69,27,10,10,10,10,10,14,10,27,21,15,27,14,14,27,47,19,10,10,10,30,25,10,10,10,10,14,11,55
1938,Trai Turner,78,RG,Core Gold,Carolina Panthers,"6' 3""",315,Power (OG),2100,64,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,79,53,73,81,35,66,71,83,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,74,76,73,69,71,68,78,79,24,10,10,10,24,11,10,10,10,10,14,23,10
1939,Rashan Gary,78,LE,Zero Chill,Green Bay Packers,"6' 5""",277,Power Rusher (DE),1900,64,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81,77,74,83,67,24,84,77,81,14,11,10,17,20,14,23,22,10,10,10,14,14,10,14,10,10,10,10,10,10,10,35,35,35,35,35,35,10,75,73,74,72,60,71,77,67,14,21,13,10,10,13
1940,Evan Engram,78,TE,Core Gold,New York Giants,"6' 3""",240,Vertical Threat (TE),2700,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,81,57,80,82,77,72,79,77,79,66,68,66,74,63,56,64,69,69,68,67,65,76,66,19,13,10,10,17,10,10,10,57,56,53,61,63,56,48,67,32,18,10,18,22,27,16,14,21,12,12,10,49
1941,Vance McDonald,78,TE,Core Gold,Pittsburgh Steelers,"6' 4""",267,Blocking (TE),2100,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,No,Yes,No,No,No,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,67,63,63,60,57,70,70,61,26,25,23,22,25,10,10,12,72,71,64,63,62,57,52,68,32,45,30,23,41,45,22,14,24,15,10,10,15
1942,Case Keenum,78,QB,Harvest,Washington Redskins,"6' 1""",215,Field General (QB),3900,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Trigger Happy,Yes,Aggressive,74,46,68,77,75,23,74,90,80,29,39,47,54,16,56,50,54,10,10,10,10,10,10,78,79,73,75,74,71,76,80,10,10,10,11,17,10,10,15,10,10,10,10,12,14,12,10,10,10,12,15,10
1943,Janoris Jenkins,78,CB,Core Gold,New York Giants,"5' 10""",190,Man-to-Man (CB),2100,64,Training,No,N/A,Cover Lb,N/A,N/A,N/A,No,Yes,Balanced,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,44,84,83,71,64,76,85,80,20,73,62,67,23,65,75,44,15,10,10,42,74,10,10,10,10,10,10,10,10,10,20,20,20,25,20,15,10,35,50,40,22,44,42,62,71,72,67,73,10,10,65
1944,Jeff Heath,78,SS,Zero Chill,Dallas Cowboys,"6' 1""",212,Zone (FS/SS),2100,64,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,62,78,84,75,56,81,83,85,30,25,10,34,15,29,39,55,10,10,10,38,59,15,11,10,10,10,10,10,10,10,25,25,25,25,25,25,10,58,61,76,39,46,54,71,75,69,71,57,56,43,38
1945,Sterling Shepard,78,WR,Core Gold,New York Giants,"5' 10""",201,Route Running (WR),2000,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,81,59,84,82,75,75,83,82,81,30,72,69,74,38,65,74,64,74,73,70,71,73,67,18,12,10,10,11,17,16,10,52,29,22,31,10,10,16,36,23,10,10,10,14,31,11,10,14,10,13,12,65
1946,Alex Anzalone,78,MLB,MUT Superstars,New Orleans Saints,"6' 3""",240,Pass Coverage (MLB),2500,64,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,12,10,10,25,27,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,14,77,76,77,59,51,64,75,72,62,69,35,18,10,11
1947,Marcus Cannon,78,RT,Core Gold,New England Patriots,"6' 6""",335,Power (OT),2100,64,Training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,10,10,10,10,10,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,77,78,74,70,71,64,72,77,20,25,10,10,10,20,13,10,10,10,10,11,10
1948,Ha Ha Clinton-Dix,78,SS,Core Gold,Chicago Bears,"6' 1""",208,Zone (FS/SS),2000,64,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Balanced,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,48,76,80,74,69,75,84,86,45,54,39,61,45,55,59,55,10,10,10,54,55,15,26,10,10,10,10,12,10,10,25,25,25,25,25,25,10,55,66,74,37,44,54,74,74,67,76,72,10,10,52
1949,Jacob Hollister,78,TE,Team of the Week,Seattle Seahawks,"6' 4""",245,Possession (TE),3100,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace Against Medium Hitters,N/A,Yes,No,Yes,No,No,N/A,N/A,N/A,N/A,N/A,79,62,75,83,73,77,82,83,79,72,66,68,63,69,68,69,65,58,52,48,77,74,68,10,10,10,10,10,10,10,10,69,67,69,69,68,65,62,77,29,25,10,12,30,28,10,10,16,10,10,10,27
1950,Jayon Brown,78,MLB,MUT Superstars,Tennessee Titans,"5' 11""",226,Field General (MLB),2500,64,Training,No,Normal,Cover Lb,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,67,74,81,76,55,72,80,83,28,41,26,45,29,30,52,48,13,10,10,41,37,10,16,10,10,10,10,10,10,10,35,35,35,35,35,35,10,66,75,70,44,54,64,78,76,59,62,34,10,10,11
1951,Dak Prescott,78,QB,Core Gold,Dallas Cowboys,"6' 2""",238,Improvisor (QB),2000,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pocket,Yes,Average,No,Ideal,73,66,75,77,74,23,64,84,86,64,65,64,80,55,41,63,50,10,10,10,10,10,10,78,77,74,74,75,71,81,72,29,28,25,11,10,10,19,29,32,30,10,10,19,23,11,10,10,10,16,12,10
1952,Jake Elliott,78,K,Core Gold,Philadelphia Eagles,"5' 9""",167,Power (K/P),2200,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,25,58,75,53,17,43,73,77,10,14,10,10,10,10,10,23,10,10,10,10,10,10,19,23,10,10,14,10,10,10,10,10,10,10,10,10,10,10,17,15,10,10,16,29,10,10,10,10,82,68,10
1953,Derek Carr,78,QB,Core Gold,Oakland Raiders,"6' 3""",214,Strong Arm (QB),2000,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Average,Yes,Ideal,73,47,72,78,73,23,77,82,83,25,53,53,56,29,50,55,50,10,10,10,10,10,10,82,76,73,75,73,74,30,75,10,10,10,10,10,10,10,10,10,10,10,10,10,24,10,10,10,10,12,11,10
1954,Mychal Kendricks,78,ROLB,Core Gold,Seattle Seahawks,"6' 0""",240,Run Stopper (OLB),2000,64,Training,No,Normal,Cover Lb,N/A,N/A,N/A,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,67,76,79,71,58,81,81,78,38,31,16,30,28,36,39,45,10,10,10,15,20,15,15,10,10,10,10,10,10,10,35,35,35,35,35,35,10,65,76,68,53,44,71,78,71,52,63,42,10,12,10
1955,Carl Lawson,78,RE,Core Gold,Cincinnati Bengals,"6' 2""",261,Smaller Speed Rusher (DE),2100,64,Training,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,79,73,80,67,21,71,79,72,26,30,20,27,17,16,25,17,10,10,10,10,14,15,10,10,10,10,10,10,10,10,35,35,35,35,35,35,10,71,71,67,72,77,54,68,67,28,34,20,10,10,10
1956,Jerome Baker,78,LOLB,MUT Superstars,Miami Dolphins,"6' 2""",215,Run Stopper (OLB),2900,64,Training,No,Normal,Cover Lb,N/A,N/A,N/A,No,No,Aggressive,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,66,78,82,71,49,80,80,84,14,41,23,43,21,43,54,51,10,10,10,43,55,10,13,10,10,10,10,10,10,10,35,34,34,35,33,34,10,67,76,69,42,53,69,78,71,56,59,38,10,10,12
1957,Darren Waller,78,TE,Team of the Week,Oakland Raiders,"6' 6""",255,Vertical Threat (TE),2000,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,Yes,No,No,Yes,Yes,N/A,N/A,N/A,N/A,N/A,83,61,78,83,74,79,82,79,86,69,53,53,68,67,72,69,70,60,53,48,80,84,80,26,10,10,10,10,10,10,10,64,63,57,73,72,68,50,65,22,10,10,10,25,27,10,10,10,10,12,10,16
1958,Kenny Vaccaro,78,SS,Core Gold,Tennessee Titans,"6' 0""",214,Run Support (FS/SS),2100,64,Training,No,Normal,Cover Lb,N/A,N/A,N/A,Yes,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,79,80,77,59,81,87,83,55,47,32,60,55,56,62,56,15,10,10,55,57,29,26,10,10,10,10,10,10,10,25,25,25,25,25,25,11,56,68,80,42,57,55,78,77,63,67,68,10,10,44
1959,Zach Brown,78,MLB,Core Gold,Philadelphia Eagles,"6' 1""",251,Run Stopper (MLB),2000,64,Training,No,Normal,Cover Lb,N/A,N/A,N/A,Yes,Yes,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,68,76,78,73,64,78,79,81,10,37,22,32,25,35,56,50,10,10,10,30,40,15,10,10,10,10,10,10,10,10,35,35,35,35,35,35,15,74,78,77,49,54,74,78,73,45,53,45,11,10,10
1960,Will Fuller V,78,WR,Core Gold,Houston Texans,"6' 0""",185,Deep Threat (WR),2100,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,74,67,69,71,72,70,72,65,26,10,10,10,10,13,14,10,43,29,22,27,10,10,15,35,18,10,10,10,11,13,11,10,14,10,13,12,65
1961,O.J. Howard,78,TE,Core Gold,Tampa Bay Buccaneers,"6' 6""",250,Possession (TE),2000,64,Training,Yes,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,No,No,Yes,N/A,N/A,N/A,N/A,N/A,78,66,76,81,79,77,65,80,82,67,58,64,72,69,53,64,62,70,66,62,73,73,63,21,10,10,10,10,10,10,10,59,59,54,62,61,57,56,71,26,20,10,10,24,31,10,10,10,10,14,10,25
1962,Aaron Jones,78,HB,Core Gold,Green Bay Packers,"5' 9""",208,Elusive Back (HB),2000,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace Against Medium Hitters,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,81,62,83,84,74,55,80,77,76,72,62,67,74,75,66,71,78,55,49,41,53,49,43,21,25,20,10,10,10,10,10,15,10,10,56,26,22,34,32,10,14,10,10,13,25,10,10,10,10,11,10,45
1963,Mike Hilton,78,CB,Core Gold,Pittsburgh Steelers,"5' 9""",184,Slot (CB),2000,64,Training,No,Normal,Balanced,N/A,N/A,N/A,No,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,56,81,80,78,52,72,77,78,21,59,49,56,36,61,65,47,19,10,10,51,53,14,13,16,10,10,10,10,10,10,16,10,10,10,13,13,10,32,50,26,27,18,50,72,78,70,75,67,10,10,59
1964,Derek Wolfe,78,LE,Core Gold,Denver Broncos,"6' 5""",285,Run Stopper (DE),2200,64,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,80,63,74,78,24,71,82,80,30,10,10,10,15,10,10,30,10,10,10,10,10,10,11,10,10,10,10,10,10,10,35,35,35,35,35,35,10,77,78,63,70,46,74,76,78,12,19,10,10,10,10
1965,Jordan Berry,78,P,Core Gold,Pittsburgh Steelers,"6' 5""",195,Power (K/P),2200,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,46,50,72,63,22,47,81,79,10,11,10,10,10,10,10,25,10,10,10,10,10,10,31,15,15,10,10,10,10,10,23,10,10,23,10,10,10,23,17,10,10,10,15,25,17,10,10,10,78,75,10
1966,Margus Hunt,78,DT,MUT Superstars,Indianapolis Colts,"6' 8""",295,Power Rusher (DT),2700,64,Training,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,79,70,80,72,52,77,72,78,65,20,10,36,55,35,39,45,10,10,10,38,37,10,54,35,30,25,24,16,21,10,35,35,35,35,35,35,10,74,67,70,73,56,71,76,72,17,21,27,12,10,11
1967,Kyle Rudolph,78,TE,Core Gold,Minnesota Vikings,"6' 6""",265,Vertical Threat (TE),2200,64,Training,No,Disciplined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Brace For All Hits,N/A,Yes,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,68,66,71,75,85,86,75,81,78,69,39,40,71,73,65,62,70,73,68,62,77,80,74,21,10,10,10,10,10,10,10,54,53,48,55,54,53,46,61,35,10,15,10,31,27,10,10,10,10,22,22,15
1968,Brandon Bolden,78,HB,Team of the Week,New England Patriots,"5' 11""",220,Powerback (HB),2100,64,Training,No,Normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Brace For All Hits,N/A,No,No,No,Yes,No,N/A,N/A,N/A,N/A,N/A,83,70,80,85,73,49,83,80,81,77,54,61,72,77,76,70,80,44,37,29,55,54,49,27,10,10,10,10,10,10,10,59,43,42,47,29,24,60,58,49,40,10,10,43,55,15,10,15,10,15,22,75
1969,Nick Perry,78,ROLB,Core Gold,Free Agents,"6' 3""",265,Run Stopper (OLB),2000,64,Training,No,Normal,N/A,N/A,N/A,N/A,Yes,No,Balanced,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76,74,67,79,74,30,80,74,83,15,25,10,10,15,35,30,30,10,10,10,10,10,15,27,10,10,10,10,10,10,10,35,35,35,35,35,35,16,76,74,77,71,57,75,76,74,42,49,14,27,10,10
1970,Maliek Collins,78,DT,Harvest,Dallas Cowboys,"6' 2""",305,Speed Rusher (DT),4000,64,Training,N/A,Normal,N/A,N/A,N/A,N/A,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,79,65,76,70,20,72,74,84,19,10,10,12,15,10,10,21,10,10,10,13,13,10,14,10,10,10,10,10,10,10,35,36,35,34,34,35,24,79,76,76,57,76,57,75,70,13,19,12,10,10,13
