PLAYER_NAME,OVR,PROGRAM,TEAM,PRICE,AWA,BTK,BSK,PBK,PRC,POS_CB,POS_DT,POS_FB,POS_FS,POS_HB,POS_K,POS_LE,POS_LG,POS_LOLB,POS_LT,POS_MLB,POS_P,POS_QB,POS_RE,POS_RG,POS_ROLB,POS_RT,POS_SS,POS_TE,POS_WR,AWA SQUARED,BTK SQUARED,PBK SQUARED,TAK SQUARED,AGI SQUARED,SPD SQUARED,RT_PBK,HB_PBK,HB_BTK,TE_STR,WR_ACC,WR_CIT,LE_FMV,DT_BSH,DT_PRC,DT_TAK,RE_STR,LOLB_PUR,MLB_POW,MLB_PUR,CB_PRC,CB_MCV,FS_ZCV,K_KAC,P_KAC,Actual,Predicted,Discrepancy
Luke Stocker,74,Core Gold,Atlanta Falcons,1100,67.0,35.0,10.0,68.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4489.0,1225.0,4624.0,1225.0,4489.0,5041.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.9999999999995,1358.5471992586922,258.5471992586927
Josh Jackson,74,Core Gold,Green Bay Packers,950,62.0,51.0,10.0,25.0,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844.0,2601.0,625.0,1936.0,6241.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.0,0.0,0.0,950.0000000000001,1461.743616233535,511.7436162335349
J.D. McKissic,74,Core Gold,Seattle Seahawks,950,62.0,65.0,10.0,26.0,37.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844.0,4225.0,676.0,289.0,6724.0,6241.0,0.0,26.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0000000000001,1154.000361759989,204.00036175998878
Devin White,74,Core Rookie,Tampa Bay Buccaneers,900,60.0,24.0,10.0,35.0,60.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3600.0,576.0,1225.0,5329.0,5329.0,6889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,75.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1603.6778671845404,703.6778671845403
P.J. Williams,74,Core Gold,New Orleans Saints,800,61.0,42.0,10.0,25.0,61.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721.0,1764.0,625.0,3364.0,5476.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,59.0,0.0,0.0,0.0,799.9999999999999,1368.8579597053451,568.8579597053453
Lance Kendricks,74,Core Gold,Free Agents,900,67.0,52.0,10.0,55.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4489.0,2704.0,3025.0,625.0,5041.0,5329.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1173.7167901961495,273.7167901961494
Julio Jones,74,Power Up,Atlanta Falcons,2500,70.0,70.0,12.0,34.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4900.0,4900.0,1156.0,1156.0,6400.0,5929.0,0.0,0.0,0.0,0.0,76.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2499.9999999999995,1313.1274366658413,-1186.8725633341583
Patrick Onwuasor,74,Core Gold,Baltimore Ravens,900,69.0,19.0,10.0,34.0,69.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4761.0,361.0,1156.0,5329.0,5476.0,5776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,74.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1521.3900230354297,621.3900230354296
Kemoko Turay,74,Core Gold,Indianapolis Colts,900,59.0,25.0,10.0,35.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3481.0,625.0,1225.0,4489.0,5476.0,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1663.9532403005583,763.9532403005582
Davon Godchaux,74,Core Gold,Miami Dolphins,900,72.0,10.0,10.0,35.0,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184.0,100.0,1225.0,4761.0,2601.0,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,72.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1550.785199701534,650.785199701534
Briean Boddy-Calhoun,74,Core Gold,Houston Texans,900,67.0,47.0,10.0,25.0,67.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489.0,2209.0,625.0,3025.0,5929.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,900.0000000000001,1457.3002779840892,557.3002779840891
Earl Thomas III,74,Power Up,Baltimore Ravens,1200,73.0,56.0,12.0,25.0,73.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329.0,3136.0,625.0,3249.0,6084.0,5476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1200.0,1655.0032313888892,455.00323138888916
Denzel Perryman,74,Core Gold,Los Angeles Chargers,800,72.0,10.0,10.0,35.0,72.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5184.0,100.0,1225.0,5184.0,4900.0,5329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,70.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,1256.8259112721453,456.8259112721454
Jerry Tillery,73,Core Rookie,Los Angeles Chargers,900,58.0,10.0,10.0,42.0,58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364.0,100.0,1764.0,4900.0,4356.0,4356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,58.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1506.5045061331432,606.5045061331431
Levi Wallace,73,Core Gold,Buffalo Bills,800,62.0,48.0,10.0,25.0,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844.0,2304.0,625.0,1444.0,5929.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0,799.9999999999999,1145.9925780301965,345.99257803019657
Nick Martin,73,Core Gold,Houston Texans,1000,76.0,10.0,10.0,68.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776.0,100.0,4624.0,529.0,3136.0,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.9999999999998,1473.196344118354,473.1963441183543
Christian Kirksey,73,Core Gold,Cleveland Browns,850,74.0,10.0,10.0,35.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5476.0,100.0,1225.0,5184.0,5184.0,5776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1582.6376143602777,732.6376143602773
Chris Conley,73,Core Gold,Jacksonville Jaguars,900,68.0,55.0,12.0,30.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4624.0,3025.0,900.0,625.0,5625.0,6889.0,0.0,0.0,0.0,0.0,82.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1121.9454956560576,221.94549565605746
Ryan Hewitt,73,Core Gold,Tennessee Titans,2000,78.0,45.0,10.0,61.0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084.0,2025.0,3721.0,841.0,4900.0,4489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.9999999999998,2863.2176698830053,863.2176698830056
Anthony Zettel,73,Core Gold,Cleveland Browns,900,63.0,10.0,10.0,35.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3969.0,100.0,1225.0,5184.0,4225.0,4900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1401.182974690266,501.18297469026595
Ross Cockrell,73,Core Gold,Carolina Panthers,850,61.0,44.0,10.0,25.0,61.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721.0,1936.0,625.0,1849.0,5776.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,62.0,0.0,0.0,0.0,850.0000000000003,1150.1425571125994,300.1425571125991
Luke Willson,73,Core Gold,Oakland Raiders,900,65.0,52.0,10.0,62.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4225.0,2704.0,3844.0,1024.0,5329.0,5929.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1147.4603773847434,247.4603773847433
Joe Flacco,74,Core Gold,Denver Broncos,900,66.0,36.0,22.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4356.0,1296.0,100.0,400.0,3364.0,3969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1318.8688968171298,418.86889681712967
B.J. Hill,73,Core Gold,New York Giants,900,69.0,13.0,10.0,35.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4761.0,169.0,1225.0,4761.0,3481.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1325.1983326956815,425.1983326956814
DeAndre Washington,73,Core Gold,Oakland Raiders,750,60.0,64.0,12.0,40.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600.0,4096.0,1600.0,484.0,6561.0,6724.0,0.0,40.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.9999999999999,1140.0416458865639,390.04164588656397
Jeffery Simmons Jr,73,Core Rookie,Tennessee Titans,900,63.0,10.0,10.0,35.0,63.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3969.0,100.0,1225.0,4900.0,4096.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1126.9711972956031,226.97119729560302
Tramon Williams,74,Core Gold,Green Bay Packers,850,75.0,40.0,10.0,25.0,75.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625.0,1600.0,625.0,2116.0,6084.0,5776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,850.0000000000003,1589.0621421207074,739.0621421207071
Adrian Colbert,73,Core Gold,San Francisco 49ers,850,68.0,39.0,10.0,25.0,68.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624.0,1521.0,625.0,3249.0,5476.0,7056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,850.0000000000003,1204.2374813961706,354.2374813961702
Darren Fells,73,Core Gold,Houston Texans,900,76.0,41.0,10.0,65.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5776.0,1681.0,4225.0,1225.0,5041.0,4096.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1319.4068233543646,419.4068233543645
Bennie Logan,73,Core Gold,Free Agents,850,71.0,10.0,10.0,35.0,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.0,100.0,1225.0,5929.0,3136.0,3481.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1072.6683660511221,222.66836605112178
T.J. McDonald,73,Core Gold,Miami Dolphins,800,71.0,20.0,10.0,25.0,71.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.0,400.0,625.0,3249.0,5776.0,5929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,799.9999999999999,1215.6529003571056,415.65290035710575
Michael Thomas,73,Power Up,New Orleans Saints,3000,74.0,65.0,13.0,24.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5476.0,4225.0,576.0,289.0,5776.0,5476.0,0.0,0.0,0.0,0.0,77.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.9999999999977,1153.7137493621658,-1846.286250637832
Bruce Irvin,73,Core Gold,Carolina Panthers,800,71.0,10.0,10.0,35.0,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5041.0,100.0,1225.0,4900.0,5625.0,5929.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,1321.3283804553505,521.3283804553506
Derrick Kindred,73,Core Gold,Indianapolis Colts,900,68.0,37.0,10.0,10.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4624.0,1369.0,100.0,4356.0,5476.0,6084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1389.2089891268736,489.20898912687346
Wyatt Teller,73,Core Gold,Buffalo Bills,950,72.0,18.0,25.0,67.0,21.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5184.0,324.0,4489.0,1600.0,3481.0,3025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0000000000001,1665.1290464562187,715.1290464562186
JC Jackson,74,Core Gold,New England Patriots,900,63.0,38.0,10.0,25.0,63.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969.0,1444.0,625.0,1521.0,5929.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,66.0,0.0,0.0,0.0,900.0000000000001,1427.88769416292,527.88769416292
Adam Gotsis,73,Core Gold,Denver Broncos,950,70.0,12.0,10.0,34.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4900.0,144.0,1156.0,4900.0,3364.0,4489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0000000000001,1362.4728278058233,412.47282780582316
Antwaun Woods,73,Core Gold,Dallas Cowboys,850,69.0,10.0,10.0,35.0,69.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761.0,100.0,1225.0,4761.0,3249.0,3969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1313.7048600779985,463.7048600779982
Kyler Murray,73,Core Rookie,Arizona Cardinals,950,48.0,50.0,72.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2304.0,2500.0,100.0,144.0,6561.0,6724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0000000000001,2489.0075529354053,1539.0075529354053
Irv Smith Jr,73,Core Rookie,Minnesota Vikings,850,58.0,59.0,10.0,50.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3364.0,3481.0,2500.0,576.0,4356.0,5776.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1161.857594831906,311.85759483190566
Jimmie Ward,74,Core Gold,San Francisco 49ers,950,66.0,24.0,10.0,25.0,66.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356.0,576.0,625.0,3249.0,6084.0,6561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,60.0,0.0,0.0,0.0,950.0000000000001,1388.1889855721456,438.1889855721455
Kendrick Bourne,73,Core Gold,San Francisco 49ers,800,71.0,63.0,12.0,38.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5041.0,3969.0,1444.0,289.0,7056.0,6241.0,0.0,0.0,0.0,0.0,82.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,1138.7173945239824,338.71739452398253
Senio Kelemete,73,Core Gold,Houston Texans,850,72.0,10.0,10.0,70.0,22.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5184.0,100.0,4900.0,3249.0,3249.0,2916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1663.6168796317108,813.6168796317105
Mike Gesicki,73,Core Gold,Miami Dolphins,899,63.0,59.0,10.0,52.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3969.0,3481.0,2704.0,400.0,6241.0,5329.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.9999999999998,1378.8280815109513,479.8280815109515
Star Lotulelei,73,Core Gold,Buffalo Bills,850,66.0,10.0,10.0,35.0,66.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356.0,100.0,1225.0,5625.0,3364.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1256.4853075518124,406.48530755181207
Andre Dillard,73,Core Rookie,Philadelphia Eagles,850,67.0,10.0,10.0,70.0,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4489.0,100.0,4900.0,676.0,3969.0,4225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1467.8033810928314,617.803381092831
Le'Veon Bell,73,Power Up,New York Jets,900,64.0,67.0,14.0,50.0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096.0,4489.0,2500.0,2025.0,6400.0,5476.0,0.0,50.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1357.7247371886485,457.7247371886484
Jakeem Grant,73,Core Gold,Miami Dolphins,900,64.0,68.0,15.0,27.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4096.0,4624.0,729.0,100.0,6724.0,7569.0,0.0,0.0,0.0,0.0,86.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000001,1289.8686989844596,389.86869898445946
Matt Skura,73,Core Gold,Baltimore Ravens,800,78.0,10.0,10.0,67.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084.0,100.0,4489.0,529.0,3136.0,2916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,1534.8375547771755,734.8375547771756
Maliek Collins,73,Core Gold,Dallas Cowboys,850,65.0,10.0,10.0,34.0,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225.0,100.0,1156.0,5041.0,3721.0,3844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,65.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1280.6198050787864,430.61980507878604
Alfred Blue,73,Core Gold,Jacksonville Jaguars,850,68.0,62.0,10.0,47.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624.0,3844.0,2209.0,361.0,5184.0,5929.0,0.0,47.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1106.5213211662724,256.52132116627206
Martavis Bryant,73,Core Gold,Free Agents,850,60.0,62.0,12.0,35.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3600.0,3844.0,1225.0,729.0,4900.0,6889.0,0.0,0.0,0.0,0.0,82.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000003,1111.5492804757057,261.54928047570536
Tajae Sharpe,73,Core Gold,Tennessee Titans,800,64.0,63.0,12.0,28.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4096.0,3969.0,784.0,324.0,6889.0,6241.0,0.0,0.0,0.0,0.0,82.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,1148.7811670421777,348.7811670421778
Carl Nassib,73,Core Gold,Tampa Bay Buccaneers,800,73.0,18.0,10.0,34.0,73.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5329.0,324.0,1156.0,4624.0,4624.0,4761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,1345.9770885043372,545.9770885043373
Mark Barron,73,Core Gold,Pittsburgh Steelers,800,65.0,10.0,10.0,35.0,65.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4225.0,100.0,1225.0,4900.0,5184.0,5776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,71.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,988.738952577427,188.73895257742709
Matthias Farley,73,Core Gold,Indianapolis Colts,800,70.0,19.0,10.0,25.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4900.0,361.0,625.0,3844.0,5476.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,1281.4701187650205,481.47011876502063
Patrick Peterson,73,Power Up,Arizona Cardinals,1100,65.0,75.0,37.0,25.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225.0,5625.0,625.0,1089.0,6400.0,5929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,68.0,0.0,0.0,0.0,1099.9999999999995,1551.067913985956,451.06791398595647
Patrick Surtain,73,Power Up,Miami Dolphins,750,67.0,40.0,22.0,45.0,67.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489.0,1600.0,2025.0,1521.0,6241.0,6241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,65.0,0.0,0.0,0.0,749.9999999999999,1088.0739131820328,338.0739131820329
Daryl Worley,73,Core Gold,Oakland Raiders,850,65.0,48.0,10.0,10.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225.0,2304.0,100.0,2304.0,5776.0,5929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,61.0,0.0,0.0,0.0,850.0000000000003,1251.4741847084779,401.47418470847754
Harrison Phillips,73,Core Gold,Buffalo Bills,950,57.0,14.0,10.0,35.0,57.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249.0,196.0,1225.0,4761.0,4356.0,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,57.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0000000000001,1475.8393287907354,525.8393287907353
Robert Kelley,73,Core Gold,Free Agents,800,67.0,62.0,10.0,42.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489.0,3844.0,1764.0,1444.0,4489.0,5929.0,0.0,42.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9999999999999,1018.1422426251171,218.1422426251172
Jason Kelce,73,Power Up,Philadelphia Eagles,1200,74.0,10.0,10.0,65.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5476.0,100.0,4225.0,2209.0,3600.0,3481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1619.7274874584195,419.72748745841955
